Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ,23,24,25
-7.5684,-5.4688,-6.4453,-8.5938,-8.3984,-5.957,-9.7168,-6.2988,-7.4219,-7.7148,-8.8867,-6.7383,-5.127,-8.2031,-6.9336,-7.1777,-6.7383,-5.5664,-2.1484,-2.2461,-4.1504,3.9551,-8.3008,-3.9063,-9.2773
-8.9844,-4.834,-7.4219,-9.8633,-10.107,-7.5195,-9.4727,-5.957,-6.1035,-5.4199,-7.959,-4.3945,-2.9297,-6.543,-4.0527,-3.8086,-4.7852,-2.2461,0.24414,1.8555,0.048828,8.9844,-4.8828,-4.8828,-3.9063
-15.527,-14.16,-15.186,-18.408,-15.576,-13.281,-15.771,-13.574,-12.939,-12.549,-14.941,-11.719,-8.8867,-12.988,-8.8379,-10.107,-10.596,-7.8613,-1.6113,-1.3672,-4.0527,6.4941,-10.254,-7.3242,-3.9063
-11.963,-12.207,-13.965,-14.258,-11.279,-6.9336,-13.477,-12.207,-10.742,-9.375,-9.2285,-5.7617,-6.4453,-8.0566,-5.5664,-3.7598,-5.9082,-3.418,3.2227,4.0527,2.0996,11.475,-7.8125,-4.8828,-1.4648
-11.963,-13.232,-14.063,-12.549,-8.7402,-2.3926,-12.109,-10.01,-8.7402,-6.7383,-5.1758,0.39063,0.92773,-2.1484,-0.97656,1.0742,0.73242,2.8809,8.5938,9.4727,7.373,16.064,-10.254,-6.8359,-5.8594
-13.623,-15.137,-15.771,-16.162,-10.498,-7.0313,-10.107,-9.2285,-11.23,-9.9609,-6.7871,-3.8574,-5.6641,-2.002,-2.6855,-4.0527,-3.7598,-2.3926,5.5176,4.3945,1.7578,8.5938,-7.3242,-3.9063,-1.9531
-10.352,-11.865,-13.721,-12.939,-7.1289,-2.2461,-4.6387,-4.1504,-8.6914,-8.0078,-3.418,0.97656,0.39063,2.4414,-0.3418,-2.5879,-1.8066,1.0742,6.8848,5.2734,3.3691,9.6191,-1.4648,0,-4.8828
-11.914,-11.914,-14.014,-16.357,-9.668,-5.6641,-2.1973,-3.5645,-10.254,-13.086,-7.4219,-2.5879,-2.4902,0.43945,-3.2715,-9.0332,-4.8828,-1.0254,3.5156,0.097656,-0.097656,4.7852,-9.7656,-3.418,-3.418
-7.8613,-10.498,-10.791,-16.895,-8.0078,-7.666,0.19531,-3.5156,-7.2266,-14.355,-5.8105,-4.7363,-2.6855,-0.97656,-2.3926,-10.645,-6.5918,-1.3672,0.83008,-2.5391,-1.3184,1.1719,-2.9297,-0.97656,-7.8125
-0.92773,-2.1973,-5.957,-5.3711,-2.002,4.1992,0.87891,1.8555,-4.4434,-4.7363,-1.8066,4.2969,3.418,2.2461,-2.1973,-3.6133,-0.73242,6.4453,1.9043,0.29297,2.6367,1.709,-0.97656,8.3008,-6.8359
-2.0996,-4.6875,-7.5195,-7.666,-2.7832,-0.097656,-4.248,-2.9297,-6.5918,-6.0059,-2.5879,2.002,0.97656,-1.9043,-4.8828,-4.7363,-0.92773,6.0547,-1.416,-1.8555,1.709,-0.43945,-10.254,0.48828,-0.97656
4.9316,0.29297,0.43945,-1.709,3.6621,3.8574,0.97656,2.002,0.29297,0.29297,3.7109,4.541,3.7109,1.9531,1.123,-0.19531,1.9531,8.1055,2.0996,2.3926,4.6875,2.6855,-5.8594,2.4414,-3.9063
13.379,8.5938,10.303,6.1523,12.354,8.3008,8.9844,9.5215,8.9844,7.0313,11.084,7.8125,7.959,7.1289,9.2773,3.8086,8.1055,12.109,7.4219,6.9824,8.3496,3.6621,-4.3945,5.8594,2.4414
7.5195,5.6152,6.6406,1.0742,6.0059,2.6855,6.1035,6.7383,6.7383,4.6875,7.0801,2.0996,3.3203,4.8828,6.3477,1.416,2.4902,4.3945,3.6133,2.6367,2.4902,-1.1719,-3.9063,2.4414,-5.8594
6.3477,12.305,8.5938,5.957,6.1523,4.3457,8.6426,14.111,9.7656,10.107,6.5918,3.4668,-1.5137,10.352,8.0078,6.3477,4.541,3.2715,6.3965,5.4199,4.3457,2.1973,-7.3242,1.9531,-2.4414
6.1035,9.4727,8.252,2.6367,4.6875,3.1738,7.666,11.23,8.5938,6.4453,4.0039,-1.1719,-4.7852,7.0313,7.1777,2.5391,0.24414,-2.4414,3.8574,1.6602,-0.83008,-0.14648,-2.9297,4.3945,-2.9297
7.4219,12.646,7.666,4.7363,6.1523,7.8125,8.5449,14.063,9.1797,8.9355,5.127,4.1504,0.24414,9.082,8.2031,4.8828,1.709,0.29297,4.9316,2.9785,0.83008,1.709,2.9297,6.8359,0
3.8574,8.8867,4.248,-0.24414,3.0273,4.4922,5.3711,9.1309,5.1758,3.9063,1.8066,-0.19531,-3.9551,2.5879,3.8574,0,-1.3672,-2.2461,1.0742,0.43945,-1.709,0.53711,3.9063,11.719,3.9063
4.5898,5.0781,3.0762,-2.002,2.2461,2.2949,3.8086,3.1738,2.2949,-0.24414,0.97656,-1.9531,-1.5137,-1.5137,0.39063,-3.1738,-3.8086,-3.4668,-2.3926,-3.418,-5.8105,-2.2949,-3.418,3.9063,1.4648
-2.4414,-0.73242,-4.8828,-8.252,-6.0059,-4.1992,-5.3223,-4.6387,-7.4707,-6.8359,-6.9824,-6.8848,-7.5684,-8.5449,-8.1055,-8.252,-9.4727,-7.8613,-7.9102,-7.5684,-9.5215,-5.1758,-0.48828,-4.3945,-5.3711
-4.2969,-1.709,-6.6406,-10.4,-9.4238,-6.9824,-5.127,-4.1504,-8.6426,-7.7637,-9.1797,-7.666,-7.7637,-7.6172,-7.8613,-8.4473,-8.5938,-5.7129,-5.8105,-5.3711,-6.9336,-2.6367,-1.4648,2.9297,-6.3477
-9.5703,-5.2246,-10.4,-14.6,-13.916,-10.693,-7.0313,-6.25,-11.035,-9.7168,-12.695,-9.2773,-7.4707,-10.059,-9.7656,-9.8145,-11.768,-8.2031,-7.7148,-8.3008,-9.9121,-6.3965,2.9297,-2.4414,-6.8359
-13.184,-10.938,-13.672,-19.873,-15.479,-11.865,-10.352,-10.449,-12.842,-11.865,-12.891,-8.6914,-2.9297,-12.451,-9.4238,-10.742,-9.1309,-4.0527,-6.3477,-5.3223,-6.0547,-1.5137,-7.8125,-8.7891,-2.9297
-12.061,-12.109,-14.258,-18.311,-13.77,-7.0313,-9.2773,-11.279,-12.354,-10.889,-9.9121,-3.1738,2.3926,-9.7168,-7.3242,-7.6172,-5.8594,-0.14648,-3.3691,-3.2715,-2.832,1.123,-6.3477,-8.7891,-9.2773
-17.725,-20.41,-19.482,-24.756,-17.041,-13.33,-14.99,-18.848,-16.162,-16.26,-11.67,-7.4707,-1.8066,-16.064,-10.352,-10.693,-6.8359,-1.123,-7.3242,-5.5664,-3.6133,-2.5879,-11.23,-13.672,-6.8359
-17.92,-18.701,-20.117,-22.168,-14.014,-5.5176,-13.086,-14.795,-13.428,-10.84,-6.2012,2.4414,4.1992,-9.6191,-6.0059,-4.5898,-0.92773,5.0781,-1.5625,0.097656,2.3438,2.1484,-4.3945,-9.2773,3.9063
-13.428,-14.258,-15.137,-15.137,-7.4707,0.39063,-6.7871,-8.5449,-7.666,-4.2969,1.3672,9.6191,9.7168,-0.43945,1.8066,2.7832,6.1523,11.621,6.6895,8.8379,9.9609,10.693,-8.3008,-5.8594,1.9531
-14.307,-15.088,-13.477,-17.139,-5.957,-2.4414,-3.3691,-8.3984,-6.1523,-6.4453,3.2715,5.9082,5.5664,-0.29297,3.9063,0.24414,7.9102,12.793,8.2031,11.182,11.914,12.451,-8.7891,-2.4414,4.8828
-8.2031,-6.9336,-8.252,-8.7402,-1.416,4.5898,4.0527,2.1973,-0.19531,0.048828,8.252,13.184,10.938,10.791,10.107,7.5684,12.598,17.822,16.65,17.92,17.773,19.629,3.418,4.8828,5.8594
-6.2012,-3.3203,-4.248,-6.4941,1.3672,5.127,11.084,8.4961,5.2246,4.0039,11.133,14.453,15.918,17.529,16.309,13.477,18.018,22.559,24.365,24.756,23.975,27.637,-4.8828,-4.3945,7.3242
-8.6426,-5.1758,-5.3223,-9.668,-1.123,1.0254,9.2773,7.3242,3.8086,0.87891,6.8359,9.4238,10.498,15.186,14.746,10.156,14.16,17.09,21.338,20.801,19.434,21.582,-8.3008,-6.3477,-1.9531
-4.5898,-2.1484,-1.2207,-5.8594,1.6113,0.39063,10.498,9.3262,7.4219,4.7852,9.5215,7.2754,6.9336,16.113,17.92,12.793,14.209,16.895,22.461,22.314,20.947,23.145,-3.418,-0.97656,-2.9297
2.3438,5.8105,6.3965,2.5391,8.6914,7.2754,11.865,15.674,14.258,14.893,14.99,13.525,10.986,20.654,23.486,20.508,20.947,20.313,27.637,28.32,25.439,27.686,-5.8594,1.4648,-0.48828
3.0762,6.3477,5.957,3.0273,7.0801,6.2988,10.742,15.234,14.063,14.355,14.111,11.084,6.8848,20.41,22.998,20.361,17.285,15.967,24.316,24.951,20.801,22.266,-5.8594,5.3711,2.9297
6.543,7.959,11.279,4.9805,10.938,7.5195,13.379,16.162,17.432,14.941,16.797,10.938,6.3477,20.605,24.219,20.703,18.408,16.309,24.902,25.293,21.24,23.535,-5.3711,5.3711,5.3711
9.2285,12.109,12.256,9.7656,12.842,15.088,12.646,19.189,17.822,18.311,17.432,14.697,8.0566,21.631,22.217,20.801,18.018,15.088,21.777,22.559,18.945,20.41,-5.3711,4.3945,6.8359
12.646,10.352,15.625,10.059,17.236,13.574,15.723,18.359,20.459,16.943,21.191,15.234,11.279,18.701,23.486,17.236,15.967,13.477,17.725,18.408,15.283,15.088,-0.97656,8.3008,6.8359
8.9355,8.1543,10.889,5.5664,13.525,11.23,8.8379,12.305,13.623,11.914,14.746,10.596,6.543,9.7168,14.453,10.156,11.719,10.059,9.2773,11.084,8.8867,6.2012,-3.418,0.97656,5.8594
13.184,12.5,13.525,10.889,14.99,14.16,8.9844,14.063,14.16,12.988,15.039,12.256,7.959,10.84,12.842,10.107,11.035,10.84,7.4219,8.6914,8.4961,6.1035,-0.48828,10.254,1.4648
12.109,11.084,11.621,6.25,10.01,6.6406,7.1289,8.9355,9.0332,5.9082,8.6914,4.7852,6.543,3.3691,6.0059,1.709,4.1504,6.4941,-0.29297,1.4648,2.8809,-0.24414,0.48828,8.3008,8.7891
9.1309,7.7148,8.9844,0.83008,3.9551,0.87891,3.5156,3.0762,4.6387,0.39063,2.0508,-1.0254,5.0293,-3.7598,-0.19531,-5.2734,-1.8066,1.8555,-7.373,-5.4199,-2.4902,-8.252,-2.4414,10.742,12.207
4.6875,4.1992,3.4668,-2.6367,-1.6113,0.14648,-1.3184,-0.92773,-1.8066,-3.125,-3.5156,-2.0996,5.2734,-10.059,-6.6895,-9.375,-6.6895,-1.9043,-13.184,-10.498,-6.3477,-12.305,-1.9531,8.7891,5.3711
2.8809,3.6621,1.7578,-4.541,-2.3926,-2.3926,-0.53711,-0.53711,-1.8066,-2.9297,-3.3203,-1.1719,5.2734,-8.6914,-4.6875,-6.8848,-2.2949,2.6367,-8.1543,-4.1504,-0.19531,-4.7363,5.3711,13.672,16.113
-3.5156,-5.6641,-6.0059,-11.133,-8.0078,-5.5664,-6.3965,-7.0313,-6.6895,-6.9336,-5.6152,-2.3926,2.3438,-12.061,-8.0078,-7.666,-5.0293,0.63477,-10.303,-6.3965,-3.9551,-7.373,-0.97656,7.8125,15.137
-1.4648,-5.3223,-6.25,-7.373,-4.7363,-0.19531,-6.9336,-7.0313,-6.3477,-4.5898,-2.6367,2.2949,4.0527,-11.475,-8.252,-5.8105,-0.68359,4.5898,-10.01,-5.0781,-2.7344,-8.3496,-0.48828,11.719,10.742
2.3438,-1.3184,-2.3438,-2.3438,0.19531,3.7598,-4.248,-3.4668,-2.0996,1.2207,2.5391,6.9824,3.0273,-6.7383,-3.9063,-0.43945,3.3203,7.6172,-4.5898,-0.48828,1.8066,-2.5391,4.8828,14.648,14.16
4.6387,-0.19531,-0.63477,-0.097656,2.9297,3.5645,-2.832,-4.541,-0.097656,3.125,4.6875,6.3965,3.9063,-7.1289,-1.3672,0.87891,3.2227,5.5176,-3.8574,0.87891,2.3926,-2.3438,8.3008,15.625,12.695
3.6621,-2.5879,0.19531,-4.0039,2.1973,-1.8066,-1.9043,-7.373,0.78125,-0.14648,4.0527,0.87891,4.7363,-9.6191,0,-2.5391,3.2227,4.2969,-2.2949,2.2461,2.6855,-1.0742,6.8359,11.719,10.742
-1.1719,-1.8066,-2.5879,-3.0273,-2.0996,-1.1719,-4.4922,-4.0527,-0.3418,3.2227,1.123,0.68359,-0.097656,-3.2227,1.2695,3.9551,3.0762,4.1504,2.7832,6.7383,6.1035,5.957,-1.9531,8.3008,0
0.14648,-2.0508,-1.416,-3.6133,-1.2695,-1.709,-1.9531,-2.9297,0.83008,3.0273,1.3672,-1.0742,-0.87891,-1.4648,3.5156,4.6875,4.1504,3.7109,6.3965,9.3262,8.3984,10.791,2.4414,13.184,8.7891
-0.048828,-2.2949,-2.1484,-4.4922,-1.0742,0.83008,-0.87891,-1.7578,0.78125,2.832,2.002,1.7578,4.9316,1.8066,5.3223,6.2988,6.9336,7.4219,9.7656,12.256,11.523,14.941,2.4414,12.695,5.3711
-5.8105,-9.668,-7.5684,-12.549,-5.7617,-7.1777,-1.4648,-5.4688,-2.6855,-4.9316,-1.3672,-4.5898,0.43945,-1.7578,3.7109,0.48828,0.58594,1.5137,6.4453,7.373,6.3965,10.742,-0.48828,4.8828,-0.97656
-5.6641,-7.959,-8.3008,-12.012,-6.5918,-6.543,-2.9297,-3.2227,-3.9063,-5.127,-4.1992,-4.9316,-3.5645,-1.2695,0.97656,-1.9043,-0.19531,0.24414,3.0762,4.4434,3.6621,5.5664,-6.8359,7.3242,10.254
-1.6113,-6.25,-5.6641,-10.84,-3.9551,-5.8105,3.7109,-1.3672,-0.83008,-5.2246,-1.3672,-4.0039,0.3418,0.3418,3.2715,-2.1973,-1.0254,0.048828,2.832,3.4668,2.3926,3.4668,3.418,7.3242,5.3711
-5.5664,-7.5195,-6.8848,-12.354,-8.3984,-11.914,3.0762,-2.3438,-2.0996,-7.0801,-5.957,-9.4238,-7.4219,0.24414,0.73242,-3.9551,-3.8086,-4.5898,0.92773,0.97656,-1.0742,-0.68359,2.4414,7.8125,9.2773
-7.5195,-5.127,-8.4961,-10.791,-10.742,-10.596,1.9531,1.2695,-2.9785,-4.1992,-7.6172,-9.1309,-10.4,4.1504,0.78125,-2.8809,-4.248,-6.0059,1.2695,0.3418,-2.9785,-2.4902,4.8828,6.3477,10.742
-3.9063,-7.373,-5.7617,-11.279,-5.9082,-10.107,3.9551,-0.48828,-0.24414,-5.2246,-4.541,-10.938,-7.666,2.2461,2.4414,-4.1016,-6.1035,-9.9121,-0.83008,-2.832,-6.7383,-7.4219,2.4414,9.2773,2.4414
0.73242,-2.0508,-0.097656,-5.6641,0.29297,-3.5156,7.2266,4.5898,4.7363,1.9043,1.0742,-5.8594,-1.5625,6.25,6.9336,0.29297,-0.43945,-4.8828,4.0527,1.5137,-2.832,-2.9785,9.2773,13.672,13.672
1.6602,-1.2207,0.43945,-4.9316,-0.048828,-4.1016,6.9336,4.541,5.5176,2.0996,-0.29297,-8.6426,-6.6406,6.543,6.2012,-0.39063,-4.3945,-11.182,2.5879,-1.416,-7.0801,-4.834,9.7656,14.648,5.3711
-0.48828,0.39063,-1.2207,-3.9063,-2.9785,-4.2969,3.125,3.9063,1.9043,1.6113,-4.9316,-12.354,-10.986,2.6855,1.416,-3.0273,-7.959,-14.209,-1.0254,-4.2969,-10.156,-7.666,4.3945,7.3242,2.9297
5.1758,6.25,3.5645,1.6113,1.2207,1.416,7.0801,10.205,6.9824,6.3965,-1.0254,-7.2266,-3.3203,9.375,6.8359,2.3438,-2.5391,-8.4961,4.8828,1.6113,-4.1504,-0.29297,4.3945,18.066,11.719
2.1973,5.127,2.0996,-0.43945,-1.416,-0.39063,6.5918,10.059,6.3477,5.6152,-2.832,-8.3496,-5.5664,8.6914,6.9336,2.7832,-3.6621,-10.205,5.4688,3.0762,-1.9043,3.5156,6.3477,11.23,6.8359
0.24414,1.9043,1.3184,-3.7598,-2.1973,-2.2461,5.8105,6.7383,4.5898,3.125,-3.0762,-8.3008,-5.8105,4.3457,5.1758,0.48828,-2.4414,-6.9336,5.3711,4.1504,0.097656,4.0039,1.4648,10.254,5.8594
-9.2285,-10.059,-7.666,-14.404,-11.328,-12.695,-2.1973,-5.6641,-3.4668,-7.3242,-8.4473,-12.744,-7.1289,-5.6152,-1.4648,-6.3965,-7.4219,-9.5215,-2.5391,-2.1484,-4.7363,-2.0508,-5.8594,-2.9297,-4.3945
-5.0293,-3.0273,-2.6855,-6.6406,-4.0039,-1.416,3.2227,2.832,1.5625,1.7578,-0.39063,0.3418,2.0508,2.7832,3.5645,4.0039,3.9063,3.7109,5.9082,7.3242,6.2988,9.2773,0.48828,3.9063,0.97656
-12.158,-9.4727,-10.596,-13.525,-9.8145,-5.3223,-5.4688,-5.2246,-7.0801,-5.0781,-5.6152,-2.1484,-4.9805,-7.3242,-5.6152,-4.248,-2.6367,-1.1719,-4.1504,-1.3184,-1.3672,-2.0508,-3.9063,-1.9531,0.48828
-13.721,-11.279,-11.768,-14.502,-9.1797,-7.4707,-8.8867,-9.2773,-9.0332,-6.1035,-3.8086,-0.63477,-4.4922,-10.4,-7.5684,-5.6641,-1.7578,0.97656,-6.2988,-1.7578,-0.14648,-1.3184,-4.8828,0.48828,-5.8594
-4.0039,-4.9316,-2.2461,-7.8613,-0.097656,-1.2695,-2.3438,-4.3945,-0.58594,-0.87891,3.6133,3.0762,3.8086,-9.375,-1.2207,-2.832,4.4434,6.4453,-2.2461,3.1738,4.0039,2.2461,9.2773,12.207,3.418
-0.78125,-2.6367,-0.39063,-5.9082,0.92773,0.39063,-1.9043,-4.1504,0.43945,0.83008,4.1504,1.8555,4.3945,-9.0332,-0.97656,-1.416,2.7344,4.0039,-2.1484,2.2461,3.125,2.0508,3.9063,13.672,-0.48828
-6.8359,-4.4434,-4.0039,-7.8125,-5.127,-4.7852,-3.125,-5.3711,-2.0508,-0.53711,0.68359,0.24414,3.0762,-8.6914,-2.6855,-0.53711,2.8809,4.0039,-2.0508,2.832,5.1758,3.418,12.207,13.672,3.418
-13.281,-10.059,-9.668,-14.795,-10.938,-9.5703,-5.957,-6.9336,-4.1992,-2.8809,-2.4414,-2.0508,-1.3184,-8.4961,-1.3184,0.73242,4.1016,4.6875,1.3184,5.4688,7.5195,8.2031,-0.48828,3.9063,-4.3945
-9.1309,-8.6426,-5.7617,-12.695,-5.8594,-7.0313,-3.125,-4.4922,0.97656,1.0254,3.0273,1.5137,3.2227,-4.541,5.3711,3.3203,6.7383,7.6172,5.6641,10.156,10.84,11.865,6.3477,9.2773,1.9531
-15.088,-12.549,-11.963,-17.285,-10.938,-7.8613,-8.4961,-7.5195,-4.3457,-2.832,-0.73242,1.3672,1.5137,-8.3496,0.53711,1.3184,6.4941,8.5938,3.1738,8.7402,10.449,9.375,-1.4648,2.4414,-0.48828
-11.768,-11.084,-9.6191,-16.016,-7.6172,-5.957,-5.4688,-5.1758,-0.63477,-2.2949,3.8574,4.9805,5.957,-4.8828,4.834,4.3457,9.1309,12.646,7.7148,12.646,14.355,13.721,0.48828,2.9297,-1.9531
-11.719,-8.2031,-10.84,-15.43,-8.7402,-5.0781,-7.0313,-5.7129,-4.7852,-5.4688,-0.19531,2.0996,3.0762,-6.1035,-0.48828,0.39063,5.127,8.4473,2.2949,8.0078,10.254,9.1309,3.9063,8.3008,9.2773
-8.0078,-7.5195,-8.0566,-14.453,-6.9824,-5.957,-5.7129,-6.2988,-3.2715,-6.2012,0.63477,0.19531,5.127,-8.0078,-0.3418,-1.5625,4.5898,6.8359,2.1484,7.7148,9.375,9.4727,1.9531,15.625,3.9063
-10.498,-9.5215,-9.1797,-15.576,-9.082,-11.182,-4.2969,-5.5176,-2.4414,-5.5176,-1.0254,-5.0293,-0.92773,-5.8594,1.4648,-0.3418,2.832,2.1484,3.2227,8.4473,8.252,10.01,-1.9531,10.742,-6.3477
-12.744,-6.8359,-11.133,-15.332,-11.719,-11.182,-3.6621,-2.6367,-4.8828,-4.1992,-6.1035,-8.7402,-8.252,-4.1016,-0.68359,-0.24414,0.14648,-1.5137,2.832,7.4707,6.4941,9.8145,2.9297,8.3008,0.48828
-16.895,-10.693,-14.209,-21.338,-17.529,-19.434,-4.9316,-6.25,-6.1523,-8.9844,-9.8145,-15.82,-14.16,-3.8086,-1.3184,-2.832,-4.9316,-7.7637,3.0762,6.1523,3.7598,10.01,2.4414,5.8594,-5.8594
-18.604,-7.5195,-14.453,-20.41,-19.971,-19.141,-1.9531,0.19531,-4.6875,-6.3477,-12.256,-16.26,-18.506,3.2715,1.0254,1.5137,-5.2246,-10.254,7.373,8.0078,3.5645,12.5,0.97656,7.8125,-13.672
-18.604,-6.7383,-14.697,-21.387,-21.24,-20.898,-2.5391,-0.48828,-5.0781,-7.4707,-15.771,-20.313,-20.85,2.5391,0.29297,-1.9043,-9.1309,-14.941,6.2012,4.2969,-1.4648,10.303,0,1.9531,-2.4414
-11.67,-2.0508,-9.8145,-15.967,-15.625,-13.672,0.19531,2.0508,-2.9785,-4.6875,-11.475,-15.82,-10.4,3.9551,0.97656,-1.6602,-10.156,-14.99,5.2246,2.3438,-3.5645,8.7891,6.8359,9.2773,0.97656
-14.258,-3.7109,-10.889,-21.191,-19.727,-21.045,1.2695,0.3418,-5.957,-9.5215,-16.162,-21.631,-14.111,0.87891,-1.4648,-6.5918,-13.33,-18.555,2.4414,-1.0742,-7.4707,6.25,4.8828,12.207,0
-19.043,-9.668,-18.457,-25,-25.732,-23.34,-5.957,-6.6895,-13.135,-16.846,-23.047,-25.684,-19.189,-5.0781,-9.9609,-13.77,-22.461,-26.953,-5.9082,-10.4,-16.943,-3.3691,-1.4648,6.8359,-2.4414
-19.141,-14.111,-20.996,-25.195,-26.465,-23.486,-10.205,-11.914,-18.701,-21.387,-26.514,-28.369,-25.684,-11.67,-17.676,-20.898,-27.1,-30.225,-12.598,-17.578,-22.217,-9.8633,3.418,3.9063,-6.3477
-16.65,-14.502,-19.336,-26.025,-23.34,-22.168,-8.0078,-12.061,-17.334,-22.803,-23.438,-25.342,-21.729,-12.5,-16.553,-22.852,-25.342,-26.904,-12.109,-17.041,-21.387,-10.449,5.8594,4.3945,-0.48828
-18.701,-16.846,-20.703,-28.174,-25.244,-26.416,-7.4707,-12.695,-18.066,-25.488,-25.244,-29.883,-26.514,-13.281,-16.699,-25.879,-30.225,-32.959,-15.088,-21.826,-27.1,-16.65,0,-2.4414,-12.207
-14.6,-13.721,-16.113,-25,-20.166,-23.291,-5.5176,-11.621,-16.211,-24.658,-23.633,-29.541,-27.539,-14.941,-16.016,-26.709,-28.076,-31.445,-15.625,-20.654,-26.025,-17.041,0.97656,-3.9063,-6.8359
-9.082,-10.596,-12.598,-20.898,-17.285,-19.287,-5.7129,-10.791,-13.232,-20.85,-19.58,-25.586,-22.656,-12.744,-13.916,-22.705,-24.463,-26.514,-12.598,-17.627,-22.607,-14.844,1.4648,6.8359,-1.9531
-7.2266,-3.6621,-8.8867,-13.574,-14.404,-13.281,-5.0781,-5.3711,-10.254,-12.695,-15.674,-18.018,-18.457,-6.9336,-11.377,-14.258,-18.457,-21.68,-9.5215,-13.086,-17.285,-12.109,3.9063,9.7656,-0.48828
-2.002,-1.4648,-4.0039,-10.059,-8.1055,-8.0078,-3.418,-1.9531,-3.8574,-6.8359,-8.0078,-10.547,-8.0078,-5.0781,-4.9316,-7.4219,-9.4727,-11.621,-3.5156,-5.0293,-8.7402,-5.5664,0.48828,19.531,4.8828
-4.6875,0.29297,-3.2715,-8.8379,-8.252,-7.6172,-1.3184,1.2695,-0.53711,-3.7109,-4.1992,-5.9082,-5.3223,-0.78125,0.097656,-1.9043,-3.3691,-5.5176,1.9043,2.3926,-0.73242,1.5625,-1.4648,1.9531,-7.3242
1.6113,4.5898,5.2734,-3.3203,1.0254,-2.3926,3.5645,6.1035,8.9355,3.8086,5.6641,1.416,1.709,3.9551,10.01,5.5664,8.6426,7.4707,11.133,13.77,11.816,13.916,-1.4648,0.48828,-5.8594
4.1016,11.67,7.959,4.0039,3.7109,4.3945,8.6426,14.453,13.037,10.889,10.107,8.7891,4.1016,13.525,15.088,14.6,15.332,14.453,18.457,21.045,19.238,21.191,4.3945,-1.4648,-10.742
4.7363,9.8145,8.3496,3.9063,5.3711,4.7363,7.3242,13.184,12.305,10.352,10.596,8.0566,0.78125,11.768,14.258,14.844,16.797,15.527,17.773,22.021,22.119,22.852,6.3477,5.8594,-8.3008
-2.1484,5.127,0.87891,-2.4414,-1.9531,-1.1719,0.48828,7.1289,3.6133,3.1738,2.7344,2.1484,-7.5195,6.3477,6.8848,8.3008,10.303,9.0332,11.523,15.723,16.65,17.969,4.3945,-1.9531,-14.16
10.791,13.379,11.377,6.543,8.5938,8.9355,8.0078,13.916,13.379,10.791,13.623,14.014,10.742,13.135,15.283,15.576,19.092,20.508,19.531,24.365,27.344,26.367,20.508,24.414,8.3008
12.842,12.988,13.525,5.2734,10.547,8.8379,9.2773,12.109,13.77,9.2285,15.82,14.453,16.846,11.279,15.918,13.574,22.607,25.049,21.24,26.172,30.469,28.857,16.113,24.902,14.648
5.8594,9.0332,5.3223,2.0996,2.2949,5.3223,2.5391,7.6172,4.7852,4.7363,7.8125,10.742,9.5215,8.1543,7.4219,9.6191,15.234,19.043,13.379,19.092,22.754,19.922,11.23,20.996,6.3477
9.9609,12.646,10.742,6.3965,5.2734,5.6641,8.7402,13.184,11.035,9.082,12.109,13.037,9.6191,13.086,13.525,14.795,20.02,23.682,21.338,25.635,28.613,27.393,4.3945,22.949,13.672
5.6152,10.645,7.4707,3.6133,1.3184,1.0254,5.127,9.375,6.9824,5.4688,6.9824,7.4219,2.832,9.6191,8.9355,10.059,14.502,17.676,15.771,19.922,21.924,20.801,2.4414,9.2773,3.9063
5.3711,9.375,9.1797,1.1719,2.2461,-3.5645,10.01,8.8379,9.5703,3.2715,8.0078,3.2227,0.83008,8.1055,10.4,7.1289,10.791,13.232,14.063,16.016,18.018,16.504,3.9063,8.7891,-5.3711
4.0039,7.373,7.5195,-0.39063,1.7578,-4.5898,8.7402,8.4961,7.8613,2.0508,5.5176,0.53711,-1.3672,5.4199,7.6172,4.3457,9.8145,10.596,11.67,14.6,15.039,14.99,-0.97656,3.418,-10.742
7.8613,7.959,8.3496,2.3438,3.7598,-1.9531,6.9336,6.543,7.6172,2.3926,5.7129,0.39063,0.14648,3.6133,6.2012,2.9297,6.2988,7.3242,7.5684,9.2773,9.4238,8.9844,0.97656,3.9063,-7.8125
10.547,11.963,11.572,6.3965,6.7383,2.4414,11.035,9.7656,8.5938,4.8828,6.7383,3.0273,4.1992,6.2012,5.6641,5.2246,7.373,8.9355,8.6914,9.7168,9.4727,9.5215,2.9297,4.3945,-9.2773
11.084,12.402,10.4,7.8613,7.1777,5.5176,11.67,11.377,9.082,7.7637,7.2754,5.6152,7.3242,8.8867,7.666,6.8359,7.1777,8.1543,9.9121,9.7656,8.1543,9.1309,12.695,15.625,-0.48828
14.258,11.572,12.256,9.7656,10.84,7.5684,13.037,11.67,10.791,9.7168,11.279,7.666,11.67,8.9355,9.668,7.1289,7.6172,6.8359,8.4961,7.373,4.834,3.5645,6.8359,9.2773,-2.4414
14.258,13.086,11.865,12.402,11.914,10.254,11.328,12.939,8.9844,11.963,11.133,9.9121,2.1973,8.7891,7.959,8.6914,7.959,6.9824,8.0078,7.0801,4.5898,2.8809,0.97656,11.23,3.418
