Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ
-15.527000000000001,-14.16,-15.186,-18.408,-15.575999999999999,-13.280999999999999,-15.770999999999999,-13.574000000000002,-12.939,-12.549000000000001,-14.940999999999999,-11.719000000000001,-8.8867,-12.988,-8.8379,-10.107000000000001,-10.595999999999998,-7.8613,-1.6113,-1.3672,-4.0527,6.4941
-11.963,-12.207,-13.965,-14.258,-11.279000000000002,-6.9336,-13.477,-12.207,-10.742,-9.375,-9.2285,-5.7617,-6.4453,-8.0566,-5.5664,-3.7598,-5.9082,-3.418,3.2227,4.0527,2.0996,11.475
-11.963,-13.232000000000001,-14.062999999999999,-12.549000000000001,-8.7402,-2.3926,-12.109000000000002,-10.01,-8.7402,-6.7383,-5.1758,0.39063000000000003,0.9277299999999999,-2.1484,-0.97656,1.0742,0.73242,2.8809,8.5938,9.4727,7.372999999999999,16.064
-13.623,-15.137,-15.770999999999999,-16.162,-10.498,-7.0313,-10.107000000000001,-9.2285,-11.23,-9.9609,-6.7871,-3.8574,-5.6641,-2.002,-2.6855,-4.0527,-3.7598,-2.3926,5.5176,4.3945,1.7578,8.5938
-10.352,-11.865,-13.720999999999998,-12.939,-7.1289,-2.2461,-4.6387,-4.1504,-8.6914,-8.0078,-3.418,0.97656,0.39063000000000003,2.4414,-0.3418,-2.5879,-1.8066,1.0742,6.8848,5.2734,3.3691,9.6191
-11.914000000000001,-11.914000000000001,-14.014000000000001,-16.357,-9.668,-5.6641,-2.1973,-3.5645,-10.254000000000001,-13.085999999999999,-7.4219,-2.5879,-2.4902,0.43945,-3.2715,-9.0332,-4.8828,-1.0254,3.5156,0.09765599999999999,-0.09765599999999999,4.7852
-7.8613,-10.498,-10.790999999999999,-16.895,-8.0078,-7.666,0.19530999999999998,-3.5156,-7.2266,-14.355,-5.8105,-4.7363,-2.6855,-0.97656,-2.3926,-10.645,-6.5918,-1.3672,0.8300799999999999,-2.5391,-1.3184,1.1719
-0.9277299999999999,-2.1973,-5.957000000000001,-5.3711,-2.002,4.1992,0.8789100000000001,1.8555,-4.4434,-4.7363,-1.8066,4.2969,3.418,2.2461,-2.1973,-3.6133,-0.73242,6.4453,1.9043,0.29297,2.6367,1.709
-2.0996,-4.6875,-7.5195,-7.666,-2.7832,-0.09765599999999999,-4.248,-2.9297,-6.5918,-6.0059,-2.5879,2.002,0.97656,-1.9043,-4.8828,-4.7363,-0.9277299999999999,6.0547,-1.416,-1.8555,1.709,-0.43945
4.9316,0.29297,0.43945,-1.709,3.6621,3.8574,0.97656,2.002,0.29297,0.29297,3.7109,4.541,3.7109,1.9531,1.123,-0.19530999999999998,1.9531,8.1055,2.0996,2.3926,4.6875,2.6855
13.379000000000001,8.5938,10.302999999999999,6.1523,12.354000000000001,8.3008,8.9844,9.5215,8.9844,7.0313,11.084000000000001,7.8125,7.959,7.1289,9.2773,3.8086,8.1055,12.109000000000002,7.4219,6.9824,8.3496,3.6621
7.5195,5.6152,6.6406,1.0742,6.0059,2.6855,6.1035,6.7383,6.7383,4.6875,7.0801,2.0996,3.3203,4.8828,6.3477,1.416,2.4902,4.3945,3.6133,2.6367,2.4902,-1.1719
6.3477,12.305,8.5938,5.957000000000001,6.1523,4.3457,8.6426,14.110999999999999,9.7656,10.107000000000001,6.5918,3.4668,-1.5137,10.352,8.0078,6.3477,4.541,3.2715,6.3965,5.4199,4.3457,2.1973
6.1035,9.4727,8.252,2.6367,4.6875,3.1738,7.666,11.23,8.5938,6.4453,4.0039,-1.1719,-4.7852,7.0313,7.1777,2.5391,0.24414,-2.4414,3.8574,1.6602,-0.8300799999999999,-0.14648
7.4219,12.645999999999999,7.666,4.7363,6.1523,7.8125,8.5449,14.062999999999999,9.1797,8.9355,5.127000000000001,4.1504,0.24414,9.082,8.2031,4.8828,1.709,0.29297,4.9316,2.9785,0.8300799999999999,1.709
3.8574,8.8867,4.248,-0.24414,3.0273,4.4922,5.3711,9.1309,5.1758,3.9063,1.8066,-0.19530999999999998,-3.9551,2.5879,3.8574,0.0,-1.3672,-2.2461,1.0742,0.43945,-1.709,0.5371100000000001
4.5898,5.0781,3.0762,-2.002,2.2461,2.2949,3.8086,3.1738,2.2949,-0.24414,0.97656,-1.9531,-1.5137,-1.5137,0.39063000000000003,-3.1738,-3.8086,-3.4668,-2.3926,-3.418,-5.8105,-2.2949
-2.4414,-0.73242,-4.8828,-8.252,-6.0059,-4.1992,-5.3223,-4.6387,-7.4707,-6.8359,-6.9824,-6.8848,-7.5684,-8.5449,-8.1055,-8.252,-9.4727,-7.8613,-7.9102,-7.5684,-9.5215,-5.1758
-4.2969,-1.709,-6.6406,-10.4,-9.4238,-6.9824,-5.127000000000001,-4.1504,-8.6426,-7.7637,-9.1797,-7.666,-7.7637,-7.6172,-7.8613,-8.4473,-8.5938,-5.7129,-5.8105,-5.3711,-6.9336,-2.6367
-9.5703,-5.2246,-10.4,-14.6,-13.915999999999999,-10.693,-7.0313,-6.25,-11.035,-9.7168,-12.695,-9.2773,-7.4707,-10.059,-9.7656,-9.8145,-11.767999999999999,-8.2031,-7.7148,-8.3008,-9.9121,-6.3965
-13.184000000000001,-10.937999999999999,-13.672,-19.873,-15.479000000000001,-11.865,-10.352,-10.449000000000002,-12.842,-11.865,-12.890999999999998,-8.6914,-2.9297,-12.450999999999999,-9.4238,-10.742,-9.1309,-4.0527,-6.3477,-5.3223,-6.0547,-1.5137
-12.061,-12.109000000000002,-14.258,-18.311,-13.77,-7.0313,-9.2773,-11.279000000000002,-12.354000000000001,-10.889000000000001,-9.9121,-3.1738,2.3926,-9.7168,-7.3242,-7.6172,-5.8594,-0.14648,-3.3691,-3.2715,-2.832,1.123
-17.725,-20.41,-19.482,-24.756,-17.041,-13.33,-14.99,-18.848,-16.162,-16.26,-11.67,-7.4707,-1.8066,-16.064,-10.352,-10.693,-6.8359,-1.123,-7.3242,-5.5664,-3.6133,-2.5879
-17.92,-18.701,-20.117,-22.168000000000003,-14.014000000000001,-5.5176,-13.085999999999999,-14.795,-13.427999999999999,-10.84,-6.2012,2.4414,4.1992,-9.6191,-6.0059,-4.5898,-0.9277299999999999,5.0781,-1.5625,0.09765599999999999,2.3438,2.1484
-13.427999999999999,-14.258,-15.137,-15.137,-7.4707,0.39063000000000003,-6.7871,-8.5449,-7.666,-4.2969,1.3672,9.6191,9.7168,-0.43945,1.8066,2.7832,6.1523,11.620999999999999,6.6895,8.8379,9.9609,10.693
-14.307,-15.088,-13.477,-17.139,-5.957000000000001,-2.4414,-3.3691,-8.3984,-6.1523,-6.4453,3.2715,5.9082,5.5664,-0.29297,3.9063,0.24414,7.9102,12.793,8.2031,11.182,11.914000000000001,12.450999999999999
-8.2031,-6.9336,-8.252,-8.7402,-1.416,4.5898,4.0527,2.1973,-0.19530999999999998,0.048827999999999996,8.252,13.184000000000001,10.937999999999999,10.790999999999999,10.107000000000001,7.5684,12.597999999999999,17.822,16.65,17.92,17.773,19.629
-6.2012,-3.3203,-4.248,-6.4941,1.3672,5.127000000000001,11.084000000000001,8.4961,5.2246,4.0039,11.133,14.453,15.918,17.529,16.309,13.477,18.018,22.559,24.365,24.756,23.975,27.636999999999997
-8.6426,-5.1758,-5.3223,-9.668,-1.123,1.0254,9.2773,7.3242,3.8086,0.8789100000000001,6.8359,9.4238,10.498,15.186,14.745999999999999,10.156,14.16,17.09,21.338,20.801,19.434,21.581999999999997
-4.5898,-2.1484,-1.2207,-5.8594,1.6113,0.39063000000000003,10.498,9.3262,7.4219,4.7852,9.5215,7.2754,6.9336,16.113,17.92,12.793,14.209000000000001,16.895,22.461,22.314,20.947,23.145
2.3438,5.8105,6.3965,2.5391,8.6914,7.2754,11.865,15.674000000000001,14.258,14.892999999999999,14.99,13.525,10.985999999999999,20.654,23.486,20.508000000000003,20.947,20.313,27.636999999999997,28.32,25.439,27.686
3.0762,6.3477,5.957000000000001,3.0273,7.0801,6.2988,10.742,15.234000000000002,14.062999999999999,14.355,14.110999999999999,11.084000000000001,6.8848,20.41,22.998,20.361,17.285,15.967,24.316,24.951,20.801,22.266
6.542999999999999,7.959,11.279000000000002,4.9805,10.937999999999999,7.5195,13.379000000000001,16.162,17.432000000000002,14.940999999999999,16.797,10.937999999999999,6.3477,20.605,24.219,20.703000000000003,18.408,16.309,24.901999999999997,25.293000000000003,21.24,23.535
9.2285,12.109000000000002,12.255999999999998,9.7656,12.842,15.088,12.645999999999999,19.189,17.822,18.311,17.432000000000002,14.697000000000001,8.0566,21.631,22.217,20.801,18.018,15.088,21.776999999999997,22.559,18.945,20.41
12.645999999999999,10.352,15.625,10.059,17.236,13.574000000000002,15.722999999999999,18.359,20.459,16.942999999999998,21.191,15.234000000000002,11.279000000000002,18.701,23.486,17.236,15.967,13.477,17.725,18.408,15.283,15.088
8.9355,8.1543,10.889000000000001,5.5664,13.525,11.23,8.8379,12.305,13.623,11.914000000000001,14.745999999999999,10.595999999999998,6.542999999999999,9.7168,14.453,10.156,11.719000000000001,10.059,9.2773,11.084000000000001,8.8867,6.2012
13.184000000000001,12.5,13.525,10.889000000000001,14.99,14.16,8.9844,14.062999999999999,14.16,12.988,15.039000000000001,12.255999999999998,7.959,10.84,12.842,10.107000000000001,11.035,10.84,7.4219,8.6914,8.4961,6.1035
12.109000000000002,11.084000000000001,11.620999999999999,6.25,10.01,6.6406,7.1289,8.9355,9.0332,5.9082,8.6914,4.7852,6.542999999999999,3.3691,6.0059,1.709,4.1504,6.4941,-0.29297,1.4648,2.8809,-0.24414
9.1309,7.7148,8.9844,0.8300799999999999,3.9551,0.8789100000000001,3.5156,3.0762,4.6387,0.39063000000000003,2.0508,-1.0254,5.0293,-3.7598,-0.19530999999999998,-5.2734,-1.8066,1.8555,-7.372999999999999,-5.4199,-2.4902,-8.252
4.6875,4.1992,3.4668,-2.6367,-1.6113,0.14648,-1.3184,-0.9277299999999999,-1.8066,-3.125,-3.5156,-2.0996,5.2734,-10.059,-6.6895,-9.375,-6.6895,-1.9043,-13.184000000000001,-10.498,-6.3477,-12.305
2.8809,3.6621,1.7578,-4.541,-2.3926,-2.3926,-0.5371100000000001,-0.5371100000000001,-1.8066,-2.9297,-3.3203,-1.1719,5.2734,-8.6914,-4.6875,-6.8848,-2.2949,2.6367,-8.1543,-4.1504,-0.19530999999999998,-4.7363
-3.5156,-5.6641,-6.0059,-11.133,-8.0078,-5.5664,-6.3965,-7.0313,-6.6895,-6.9336,-5.6152,-2.3926,2.3438,-12.061,-8.0078,-7.666,-5.0293,0.63477,-10.302999999999999,-6.3965,-3.9551,-7.372999999999999
-1.4648,-5.3223,-6.25,-7.372999999999999,-4.7363,-0.19530999999999998,-6.9336,-7.0313,-6.3477,-4.5898,-2.6367,2.2949,4.0527,-11.475,-8.252,-5.8105,-0.6835899999999999,4.5898,-10.01,-5.0781,-2.7344,-8.3496
2.3438,-1.3184,-2.3438,-2.3438,0.19530999999999998,3.7598,-4.248,-3.4668,-2.0996,1.2207,2.5391,6.9824,3.0273,-6.7383,-3.9063,-0.43945,3.3203,7.6172,-4.5898,-0.48828,1.8066,-2.5391
4.6387,-0.19530999999999998,-0.63477,-0.09765599999999999,2.9297,3.5645,-2.832,-4.541,-0.09765599999999999,3.125,4.6875,6.3965,3.9063,-7.1289,-1.3672,0.8789100000000001,3.2227,5.5176,-3.8574,0.8789100000000001,2.3926,-2.3438
3.6621,-2.5879,0.19530999999999998,-4.0039,2.1973,-1.8066,-1.9043,-7.372999999999999,0.78125,-0.14648,4.0527,0.8789100000000001,4.7363,-9.6191,0.0,-2.5391,3.2227,4.2969,-2.2949,2.2461,2.6855,-1.0742
-1.1719,-1.8066,-2.5879,-3.0273,-2.0996,-1.1719,-4.4922,-4.0527,-0.3418,3.2227,1.123,0.6835899999999999,-0.09765599999999999,-3.2227,1.2695,3.9551,3.0762,4.1504,2.7832,6.7383,6.1035,5.957000000000001
0.14648,-2.0508,-1.416,-3.6133,-1.2695,-1.709,-1.9531,-2.9297,0.8300799999999999,3.0273,1.3672,-1.0742,-0.8789100000000001,-1.4648,3.5156,4.6875,4.1504,3.7109,6.3965,9.3262,8.3984,10.790999999999999
-0.048827999999999996,-2.2949,-2.1484,-4.4922,-1.0742,0.8300799999999999,-0.8789100000000001,-1.7578,0.78125,2.832,2.002,1.7578,4.9316,1.8066,5.3223,6.2988,6.9336,7.4219,9.7656,12.255999999999998,11.523,14.940999999999999
-5.8105,-9.668,-7.5684,-12.549000000000001,-5.7617,-7.1777,-1.4648,-5.4688,-2.6855,-4.9316,-1.3672,-4.5898,0.43945,-1.7578,3.7109,0.48828,0.58594,1.5137,6.4453,7.372999999999999,6.3965,10.742
-5.6641,-7.959,-8.3008,-12.012,-6.5918,-6.542999999999999,-2.9297,-3.2227,-3.9063,-5.127000000000001,-4.1992,-4.9316,-3.5645,-1.2695,0.97656,-1.9043,-0.19530999999999998,0.24414,3.0762,4.4434,3.6621,5.5664
-1.6113,-6.25,-5.6641,-10.84,-3.9551,-5.8105,3.7109,-1.3672,-0.8300799999999999,-5.2246,-1.3672,-4.0039,0.3418,0.3418,3.2715,-2.1973,-1.0254,0.048827999999999996,2.832,3.4668,2.3926,3.4668
-5.5664,-7.5195,-6.8848,-12.354000000000001,-8.3984,-11.914000000000001,3.0762,-2.3438,-2.0996,-7.0801,-5.957000000000001,-9.4238,-7.4219,0.24414,0.73242,-3.9551,-3.8086,-4.5898,0.9277299999999999,0.97656,-1.0742,-0.6835899999999999
-7.5195,-5.127000000000001,-8.4961,-10.790999999999999,-10.742,-10.595999999999998,1.9531,1.2695,-2.9785,-4.1992,-7.6172,-9.1309,-10.4,4.1504,0.78125,-2.8809,-4.248,-6.0059,1.2695,0.3418,-2.9785,-2.4902
-3.9063,-7.372999999999999,-5.7617,-11.279000000000002,-5.9082,-10.107000000000001,3.9551,-0.48828,-0.24414,-5.2246,-4.541,-10.937999999999999,-7.666,2.2461,2.4414,-4.1016,-6.1035,-9.9121,-0.8300799999999999,-2.832,-6.7383,-7.4219
0.73242,-2.0508,-0.09765599999999999,-5.6641,0.29297,-3.5156,7.2266,4.5898,4.7363,1.9043,1.0742,-5.8594,-1.5625,6.25,6.9336,0.29297,-0.43945,-4.8828,4.0527,1.5137,-2.832,-2.9785
1.6602,-1.2207,0.43945,-4.9316,-0.048827999999999996,-4.1016,6.9336,4.541,5.5176,2.0996,-0.29297,-8.6426,-6.6406,6.542999999999999,6.2012,-0.39063000000000003,-4.3945,-11.182,2.5879,-1.416,-7.0801,-4.834
-0.48828,0.39063000000000003,-1.2207,-3.9063,-2.9785,-4.2969,3.125,3.9063,1.9043,1.6113,-4.9316,-12.354000000000001,-10.985999999999999,2.6855,1.416,-3.0273,-7.959,-14.209000000000001,-1.0254,-4.2969,-10.156,-7.666
5.1758,6.25,3.5645,1.6113,1.2207,1.416,7.0801,10.205,6.9824,6.3965,-1.0254,-7.2266,-3.3203,9.375,6.8359,2.3438,-2.5391,-8.4961,4.8828,1.6113,-4.1504,-0.29297
2.1973,5.127000000000001,2.0996,-0.43945,-1.416,-0.39063000000000003,6.5918,10.059,6.3477,5.6152,-2.832,-8.3496,-5.5664,8.6914,6.9336,2.7832,-3.6621,-10.205,5.4688,3.0762,-1.9043,3.5156
0.24414,1.9043,1.3184,-3.7598,-2.1973,-2.2461,5.8105,6.7383,4.5898,3.125,-3.0762,-8.3008,-5.8105,4.3457,5.1758,0.48828,-2.4414,-6.9336,5.3711,4.1504,0.09765599999999999,4.0039
-9.2285,-10.059,-7.666,-14.404000000000002,-11.328,-12.695,-2.1973,-5.6641,-3.4668,-7.3242,-8.4473,-12.744000000000002,-7.1289,-5.6152,-1.4648,-6.3965,-7.4219,-9.5215,-2.5391,-2.1484,-4.7363,-2.0508
-5.0293,-3.0273,-2.6855,-6.6406,-4.0039,-1.416,3.2227,2.832,1.5625,1.7578,-0.39063000000000003,0.3418,2.0508,2.7832,3.5645,4.0039,3.9063,3.7109,5.9082,7.3242,6.2988,9.2773
-12.158,-9.4727,-10.595999999999998,-13.525,-9.8145,-5.3223,-5.4688,-5.2246,-7.0801,-5.0781,-5.6152,-2.1484,-4.9805,-7.3242,-5.6152,-4.248,-2.6367,-1.1719,-4.1504,-1.3184,-1.3672,-2.0508
-13.720999999999998,-11.279000000000002,-11.767999999999999,-14.502,-9.1797,-7.4707,-8.8867,-9.2773,-9.0332,-6.1035,-3.8086,-0.63477,-4.4922,-10.4,-7.5684,-5.6641,-1.7578,0.97656,-6.2988,-1.7578,-0.14648,-1.3184
-4.0039,-4.9316,-2.2461,-7.8613,-0.09765599999999999,-1.2695,-2.3438,-4.3945,-0.58594,-0.8789100000000001,3.6133,3.0762,3.8086,-9.375,-1.2207,-2.832,4.4434,6.4453,-2.2461,3.1738,4.0039,2.2461
-0.78125,-2.6367,-0.39063000000000003,-5.9082,0.9277299999999999,0.39063000000000003,-1.9043,-4.1504,0.43945,0.8300799999999999,4.1504,1.8555,4.3945,-9.0332,-0.97656,-1.416,2.7344,4.0039,-2.1484,2.2461,3.125,2.0508
-6.8359,-4.4434,-4.0039,-7.8125,-5.127000000000001,-4.7852,-3.125,-5.3711,-2.0508,-0.5371100000000001,0.6835899999999999,0.24414,3.0762,-8.6914,-2.6855,-0.5371100000000001,2.8809,4.0039,-2.0508,2.832,5.1758,3.418
-13.280999999999999,-10.059,-9.668,-14.795,-10.937999999999999,-9.5703,-5.957000000000001,-6.9336,-4.1992,-2.8809,-2.4414,-2.0508,-1.3184,-8.4961,-1.3184,0.73242,4.1016,4.6875,1.3184,5.4688,7.5195,8.2031
-9.1309,-8.6426,-5.7617,-12.695,-5.8594,-7.0313,-3.125,-4.4922,0.97656,1.0254,3.0273,1.5137,3.2227,-4.541,5.3711,3.3203,6.7383,7.6172,5.6641,10.156,10.84,11.865
-15.088,-12.549000000000001,-11.963,-17.285,-10.937999999999999,-7.8613,-8.4961,-7.5195,-4.3457,-2.832,-0.73242,1.3672,1.5137,-8.3496,0.5371100000000001,1.3184,6.4941,8.5938,3.1738,8.7402,10.449000000000002,9.375
-11.767999999999999,-11.084000000000001,-9.6191,-16.016,-7.6172,-5.957000000000001,-5.4688,-5.1758,-0.63477,-2.2949,3.8574,4.9805,5.957000000000001,-4.8828,4.834,4.3457,9.1309,12.645999999999999,7.7148,12.645999999999999,14.355,13.720999999999998
-11.719000000000001,-8.2031,-10.84,-15.43,-8.7402,-5.0781,-7.0313,-5.7129,-4.7852,-5.4688,-0.19530999999999998,2.0996,3.0762,-6.1035,-0.48828,0.39063000000000003,5.127000000000001,8.4473,2.2949,8.0078,10.254000000000001,9.1309
-8.0078,-7.5195,-8.0566,-14.453,-6.9824,-5.957000000000001,-5.7129,-6.2988,-3.2715,-6.2012,0.63477,0.19530999999999998,5.127000000000001,-8.0078,-0.3418,-1.5625,4.5898,6.8359,2.1484,7.7148,9.375,9.4727
-10.498,-9.5215,-9.1797,-15.575999999999999,-9.082,-11.182,-4.2969,-5.5176,-2.4414,-5.5176,-1.0254,-5.0293,-0.9277299999999999,-5.8594,1.4648,-0.3418,2.832,2.1484,3.2227,8.4473,8.252,10.01
-12.744000000000002,-6.8359,-11.133,-15.332,-11.719000000000001,-11.182,-3.6621,-2.6367,-4.8828,-4.1992,-6.1035,-8.7402,-8.252,-4.1016,-0.6835899999999999,-0.24414,0.14648,-1.5137,2.832,7.4707,6.4941,9.8145
-16.895,-10.693,-14.209000000000001,-21.338,-17.529,-19.434,-4.9316,-6.25,-6.1523,-8.9844,-9.8145,-15.82,-14.16,-3.8086,-1.3184,-2.832,-4.9316,-7.7637,3.0762,6.1523,3.7598,10.01
-18.604,-7.5195,-14.453,-20.41,-19.971,-19.141,-1.9531,0.19530999999999998,-4.6875,-6.3477,-12.255999999999998,-16.26,-18.506,3.2715,1.0254,1.5137,-5.2246,-10.254000000000001,7.372999999999999,8.0078,3.5645,12.5
-18.604,-6.7383,-14.697000000000001,-21.386999999999997,-21.24,-20.898000000000003,-2.5391,-0.48828,-5.0781,-7.4707,-15.770999999999999,-20.313,-20.85,2.5391,0.29297,-1.9043,-9.1309,-14.940999999999999,6.2012,4.2969,-1.4648,10.302999999999999
-11.67,-2.0508,-9.8145,-15.967,-15.625,-13.672,0.19530999999999998,2.0508,-2.9785,-4.6875,-11.475,-15.82,-10.4,3.9551,0.97656,-1.6602,-10.156,-14.99,5.2246,2.3438,-3.5645,8.7891
-14.258,-3.7109,-10.889000000000001,-21.191,-19.727,-21.045,1.2695,0.3418,-5.957000000000001,-9.5215,-16.162,-21.631,-14.110999999999999,0.8789100000000001,-1.4648,-6.5918,-13.33,-18.555,2.4414,-1.0742,-7.4707,6.25
-19.043,-9.668,-18.457,-25.0,-25.732,-23.34,-5.957000000000001,-6.6895,-13.135,-16.846,-23.046999999999997,-25.684,-19.189,-5.0781,-9.9609,-13.77,-22.461,-26.953000000000003,-5.9082,-10.4,-16.942999999999998,-3.3691
-19.141,-14.110999999999999,-20.996,-25.195,-26.465,-23.486,-10.205,-11.914000000000001,-18.701,-21.386999999999997,-26.514,-28.369,-25.684,-11.67,-17.676,-20.898000000000003,-27.1,-30.225,-12.597999999999999,-17.578,-22.217,-9.8633
-16.65,-14.502,-19.336,-26.025,-23.34,-22.168000000000003,-8.0078,-12.061,-17.334,-22.803,-23.438000000000002,-25.342,-21.729,-12.5,-16.553,-22.851999999999997,-25.342,-26.904,-12.109000000000002,-17.041,-21.386999999999997,-10.449000000000002
-18.701,-16.846,-20.703000000000003,-28.174,-25.244,-26.416,-7.4707,-12.695,-18.066,-25.488000000000003,-25.244,-29.883000000000003,-26.514,-13.280999999999999,-16.699,-25.879,-30.225,-32.959,-15.088,-21.826,-27.1,-16.65
-14.6,-13.720999999999998,-16.113,-25.0,-20.166,-23.291,-5.5176,-11.620999999999999,-16.211,-24.658,-23.633000000000003,-29.541,-27.539,-14.940999999999999,-16.016,-26.709,-28.076,-31.445,-15.625,-20.654,-26.025,-17.041
-9.082,-10.595999999999998,-12.597999999999999,-20.898000000000003,-17.285,-19.287,-5.7129,-10.790999999999999,-13.232000000000001,-20.85,-19.58,-25.586,-22.656,-12.744000000000002,-13.915999999999999,-22.705,-24.463,-26.514,-12.597999999999999,-17.627,-22.607,-14.844000000000001
-7.2266,-3.6621,-8.8867,-13.574000000000002,-14.404000000000002,-13.280999999999999,-5.0781,-5.3711,-10.254000000000001,-12.695,-15.674000000000001,-18.018,-18.457,-6.9336,-11.377,-14.258,-18.457,-21.68,-9.5215,-13.085999999999999,-17.285,-12.109000000000002
-2.002,-1.4648,-4.0039,-10.059,-8.1055,-8.0078,-3.418,-1.9531,-3.8574,-6.8359,-8.0078,-10.547,-8.0078,-5.0781,-4.9316,-7.4219,-9.4727,-11.620999999999999,-3.5156,-5.0293,-8.7402,-5.5664
-4.6875,0.29297,-3.2715,-8.8379,-8.252,-7.6172,-1.3184,1.2695,-0.5371100000000001,-3.7109,-4.1992,-5.9082,-5.3223,-0.78125,0.09765599999999999,-1.9043,-3.3691,-5.5176,1.9043,2.3926,-0.73242,1.5625
1.6113,4.5898,5.2734,-3.3203,1.0254,-2.3926,3.5645,6.1035,8.9355,3.8086,5.6641,1.416,1.709,3.9551,10.01,5.5664,8.6426,7.4707,11.133,13.77,11.815999999999999,13.915999999999999
4.1016,11.67,7.959,4.0039,3.7109,4.3945,8.6426,14.453,13.037,10.889000000000001,10.107000000000001,8.7891,4.1016,13.525,15.088,14.6,15.332,14.453,18.457,21.045,19.238,21.191
4.7363,9.8145,8.3496,3.9063,5.3711,4.7363,7.3242,13.184000000000001,12.305,10.352,10.595999999999998,8.0566,0.78125,11.767999999999999,14.258,14.844000000000001,16.797,15.527000000000001,17.773,22.021,22.119,22.851999999999997
-2.1484,5.127000000000001,0.8789100000000001,-2.4414,-1.9531,-1.1719,0.48828,7.1289,3.6133,3.1738,2.7344,2.1484,-7.5195,6.3477,6.8848,8.3008,10.302999999999999,9.0332,11.523,15.722999999999999,16.65,17.969
10.790999999999999,13.379000000000001,11.377,6.542999999999999,8.5938,8.9355,8.0078,13.915999999999999,13.379000000000001,10.790999999999999,13.623,14.014000000000001,10.742,13.135,15.283,15.575999999999999,19.092,20.508000000000003,19.531,24.365,27.344,26.366999999999997
12.842,12.988,13.525,5.2734,10.547,8.8379,9.2773,12.109000000000002,13.77,9.2285,15.82,14.453,16.846,11.279000000000002,15.918,13.574000000000002,22.607,25.049,21.24,26.171999999999997,30.469,28.857
5.8594,9.0332,5.3223,2.0996,2.2949,5.3223,2.5391,7.6172,4.7852,4.7363,7.8125,10.742,9.5215,8.1543,7.4219,9.6191,15.234000000000002,19.043,13.379000000000001,19.092,22.754,19.922
9.9609,12.645999999999999,10.742,6.3965,5.2734,5.6641,8.7402,13.184000000000001,11.035,9.082,12.109000000000002,13.037,9.6191,13.085999999999999,13.525,14.795,20.02,23.682,21.338,25.635,28.613000000000003,27.393
5.6152,10.645,7.4707,3.6133,1.3184,1.0254,5.127000000000001,9.375,6.9824,5.4688,6.9824,7.4219,2.832,9.6191,8.9355,10.059,14.502,17.676,15.770999999999999,19.922,21.924,20.801
5.3711,9.375,9.1797,1.1719,2.2461,-3.5645,10.01,8.8379,9.5703,3.2715,8.0078,3.2227,0.8300799999999999,8.1055,10.4,7.1289,10.790999999999999,13.232000000000001,14.062999999999999,16.016,18.018,16.504
4.0039,7.372999999999999,7.5195,-0.39063000000000003,1.7578,-4.5898,8.7402,8.4961,7.8613,2.0508,5.5176,0.5371100000000001,-1.3672,5.4199,7.6172,4.3457,9.8145,10.595999999999998,11.67,14.6,15.039000000000001,14.99
7.8613,7.959,8.3496,2.3438,3.7598,-1.9531,6.9336,6.542999999999999,7.6172,2.3926,5.7129,0.39063000000000003,0.14648,3.6133,6.2012,2.9297,6.2988,7.3242,7.5684,9.2773,9.4238,8.9844
10.547,11.963,11.572000000000001,6.3965,6.7383,2.4414,11.035,9.7656,8.5938,4.8828,6.7383,3.0273,4.1992,6.2012,5.6641,5.2246,7.372999999999999,8.9355,8.6914,9.7168,9.4727,9.5215
11.084000000000001,12.402000000000001,10.4,7.8613,7.1777,5.5176,11.67,11.377,9.082,7.7637,7.2754,5.6152,7.3242,8.8867,7.666,6.8359,7.1777,8.1543,9.9121,9.7656,8.1543,9.1309
14.258,11.572000000000001,12.255999999999998,9.7656,10.84,7.5684,13.037,11.67,10.790999999999999,9.7168,11.279000000000002,7.666,11.67,8.9355,9.668,7.1289,7.6172,6.8359,8.4961,7.372999999999999,4.834,3.5645
14.258,13.085999999999999,11.865,12.402000000000001,11.914000000000001,10.254000000000001,11.328,12.939,8.9844,11.963,11.133,9.9121,2.1973,8.7891,7.959,8.6914,7.959,6.9824,8.0078,7.0801,4.5898,2.8809
15.186,13.672,12.549000000000001,11.377,12.354000000000001,10.547,13.427999999999999,13.085999999999999,11.523,11.23,12.645999999999999,9.6191,6.25,10.84,11.035,8.7402,6.9824,6.1035,10.254000000000001,8.0078,4.7363,4.9316
10.4,12.012,8.1055,8.1055,7.1289,6.7871,8.3496,9.9121,5.4199,6.7383,5.7129,4.6387,1.5625,6.1035,3.4668,4.0039,0.9277299999999999,0.3418,3.418,1.0254,-1.9531,-1.2695
11.23,11.133,7.9102,7.7637,7.0313,6.6895,6.9336,7.9102,4.248,3.8574,4.4434,2.7344,-0.48828,2.5391,1.6113,0.09765599999999999,-1.1719,-2.0508,0.63477,-1.8066,-4.6387,-2.8809
5.4688,5.7617,2.0996,1.4648,0.43945,0.09765599999999999,0.78125,2.0508,-1.2695,-1.9531,-4.0527,-5.8594,-8.4473,-4.1016,-5.1758,-7.2754,-11.963,-13.280999999999999,-8.5449,-11.523,-14.502,-9.668
